"기준_년분기_코드","자치구_코드","자치구_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"20231","11305","강북구","28246","15318","12928","60","2897","4960","6667","7410","6252","39","1101","2448","3505","4336","3889","21","1796","2512","3162","3074","2363"
"20191","11500","강서구","201851","110370","91481","738","31195","51560","54163","44664","19531","393","12949","29091","31624","23743","12570","345","18246","22469","22539","20921","6961"
"20192","11500","강서구","149153","88692","60461","253","20982","38123","37326","33279","19190","145","8402","21108","23188","22225","13624","108","12580","17015","14138","11054","5566"
"20224","11500","강서구","149719","84438","65281","289","21945","38461","38053","32914","18057","164","8511","20182","21829","21299","12453","125","13434","18279","16224","11615","5604"
"20221","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20193","11530","구로구","147589","93092","54497","420","22465","41576","37410","28525","17193","269","11263","27021","24609","17864","12066","151","11202","14555","12801","10661","5127"
"20222","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20202","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20223","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20211","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20201","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20212","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20203","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20191","11530","구로구","174564","99325","75239","633","30668","48858","41524","30930","21951","350","13866","29163","24933","17084","13929","283","16802","19695","16591","13846","8022"
"20213","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20192","11530","구로구","147589","93092","54497","420","22465","41576","37410","28525","17193","269","11263","27021","24609","17864","12066","151","11202","14555","12801","10661","5127"
"20224","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20194","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20214","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20204","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20214","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20224","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20192","11545","금천구","142029","89781","52248","1076","26431","37713","32860","23770","20179","573","13739","24383","22133","14635","14318","503","12692","13330","10727","9135","5861"
"20191","11545","금천구","187089","116460","70629","789","36527","53727","46656","31137","18253","404","18184","35334","30868","18954","12716","385","18343","18393","15788","12183","5537"
"20234","11230","동대문구","80350","44043","36307","218","12029","17682","19197","18439","12785","131","5842","10146","10357","9418","8149","87","6187","7536","8840","9021","4636"
"20223","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20222","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20221","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20213","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20212","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20211","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20204","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20203","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20202","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20201","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20194","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20193","11545","금천구","142029","89781","52248","1076","26431","37713","32860","23770","20179","573","13739","24383","22133","14635","14318","503","12692","13330","10727","9135","5861"
"20221","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20224","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20194","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20222","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20201","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20192","11560","영등포구","393852","257207","136645","764","63118","125405","105539","67764","31262","284","30392","84396","75051","45858","21226","480","32726","41009","30488","21906","10036"
"20202","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20223","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20203","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20193","11560","영등포구","393852","257207","136645","764","63118","125405","105539","67764","31262","284","30392","84396","75051","45858","21226","480","32726","41009","30488","21906","10036"
"20204","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20233","11230","동대문구","80350","44043","36307","218","12029","17682","19197","18439","12785","131","5842","10146","10357","9418","8149","87","6187","7536","8840","9021","4636"
"20211","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20214","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20212","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20213","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20191","11560","영등포구","491800","303228","188572","1551","85340","157210","129262","79489","38948","550","39035","98987","85763","53295","25598","1001","46305","58223","43499","26194","13350"
"20193","11590","동작구","88512","50629","37883","143","15236","22962","20774","18014","11383","72","7392","13393","12147","10663","6962","71","7844","9569","8627","7351","4421"
"20194","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20201","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20202","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20203","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20204","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20211","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20212","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20213","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20221","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20222","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20223","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20191","11590","동작구","71054","36489","34565","254","10441","17552","18135","15553","9119","82","4192","9046","9604","8198","5367","172","6249","8506","8531","7355","3752"
"20192","11590","동작구","88512","50629","37883","143","15236","22962","20774","18014","11383","72","7392","13393","12147","10663","6962","71","7844","9569","8627","7351","4421"
"20224","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20214","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20191","11620","관악구","69729","35225","34504","220","10327","16165","16912","15493","10612","96","4024","7883","8486","7998","6738","124","6303","8282","8426","7495","3874"
"20192","11620","관악구","75288","40614","34674","159","10700","18330","18257","16586","11256","95","4504","9979","10351","8629","7056","64","6196","8351","7906","7957","4200"
"20224","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20214","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20193","11620","관악구","75288","40614","34674","159","10700","18330","18257","16586","11256","95","4504","9979","10351","8629","7056","64","6196","8351","7906","7957","4200"
"20194","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20201","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20202","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20203","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20204","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20211","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20212","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20213","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20221","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20222","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20223","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20203","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20191","11650","서초구","503683","308507","195176","2004","92300","138559","126483","100975","43362","707","38850","83953","85097","71705","28195","1297","53450","54606","41386","29270","15167"
"20223","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20192","11650","서초구","553753","362789","190964","1331","89195","157360","143522","117646","44699","676","42269","100644","100198","87484","31518","655","46926","56716","43324","30162","13181"
"20222","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20201","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20221","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20193","11650","서초구","553753","362789","190964","1331","89195","157360","143522","117646","44699","676","42269","100644","100198","87484","31518","655","46926","56716","43324","30162","13181"
"20224","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20213","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20214","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20204","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20212","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20202","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20211","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20194","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20223","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20193","11680","강남구","1235075","771046","464029","3092","229323","389580","321061","205912","86107","1348","104663","244903","225623","137722","56787","1744","124660","144677","95438","68190","29320"
"20222","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20221","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20213","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20191","11680","강남구","818991","438769","380222","5184","196723","251619","184338","113703","67424","1938","76037","142117","114053","63418","41206","3246","120686","109502","70285","50285","26218"
"20212","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20194","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20192","11680","강남구","1235075","771046","464029","3092","229323","389580","321061","205912","86107","1348","104663","244903","225623","137722","56787","1744","124660","144677","95438","68190","29320"
"20201","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20202","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20224","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20203","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20204","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20211","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20214","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20191","11710","송파구","318041","180367","137674","1297","54350","82398","78112","62608","39276","609","24710","50305","46016","32003","26724","688","29640","32093","32096","30605","12552"
"20192","11710","송파구","387799","249128","138671","781","59218","99530","99624","87678","40968","392","30517","64596","67191","57184","29248","389","28701","34934","32433","30494","11720"
"20224","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20214","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20193","11710","송파구","387799","249128","138671","781","59218","99530","99624","87678","40968","392","30517","64596","67191","57184","29248","389","28701","34934","32433","30494","11720"
"20194","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20201","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20202","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20203","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20204","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20211","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20212","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20213","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20221","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20222","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20223","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20214","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20192","11740","강동구","82699","46940","35759","217","10911","18560","20843","18371","13797","72","4575","10393","12089","10680","9131","145","6336","8167","8754","7691","4666"
"20204","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20193","11740","강동구","82699","46940","35759","217","10911","18560","20843","18371","13797","72","4575","10393","12089","10680","9131","145","6336","8167","8754","7691","4666"
"20211","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20212","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20194","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20213","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20224","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20221","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20201","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20222","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20191","11740","강동구","103742","57883","45859","239","13773","26815","25026","22649","15240","127","5681","16071","14481","12121","9402","112","8092","10744","10545","10528","5838"
"20223","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20202","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20203","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20241","11170","용산구","176381","102383","73998","710","36914","51774","46027","30658","10298","310","13710","28784","29798","22288","7493","400","23204","22990","16229","8370","2805"
"20234","11260","중랑구","39323","22987","16336","86","4789","8220","9821","10243","6164","49","2026","4334","5422","6387","4769","37","2763","3886","4399","3856","1395"
"20241","11200","성동구","80690","48816","31874","341","13434","19462","19460","17201","10792","177","6206","11744","12289","10835","7565","164","7228","7718","7171","6366","3227"
"20242","11200","성동구","80690","48816","31874","341","13434","19462","19460","17201","10792","177","6206","11744","12289","10835","7565","164","7228","7718","7171","6366","3227"
"20242","11215","광진구","81443","50755","30688","429","13689","17278","19508","20379","10160","163","6677","10685","12721","13303","7206","266","7012","6593","6787","7076","2954"
"20241","11215","광진구","81443","50755","30688","429","13689","17278","19508","20379","10160","163","6677","10685","12721","13303","7206","266","7012","6593","6787","7076","2954"
"20242","11230","동대문구","80350","44043","36307","218","12029","17682","19197","18439","12785","131","5842","10146","10357","9418","8149","87","6187","7536","8840","9021","4636"
"20241","11230","동대문구","80350","44043","36307","218","12029","17682","19197","18439","12785","131","5842","10146","10357","9418","8149","87","6187","7536","8840","9021","4636"
"20241","11260","중랑구","39323","22987","16336","86","4789","8220","9821","10243","6164","49","2026","4334","5422","6387","4769","37","2763","3886","4399","3856","1395"
"20242","11260","중랑구","39323","22987","16336","86","4789","8220","9821","10243","6164","49","2026","4334","5422","6387","4769","37","2763","3886","4399","3856","1395"
"20241","11290","성북구","110756","68072","42684","690","14986","26692","30683","26200","11505","275","6799","15041","18605","19468","7884","415","8187","11651","12078","6732","3621"
"20242","11290","성북구","110756","68072","42684","690","14986","26692","30683","26200","11505","275","6799","15041","18605","19468","7884","415","8187","11651","12078","6732","3621"
"20242","11305","강북구","28246","15318","12928","60","2897","4960","6667","7410","6252","39","1101","2448","3505","4336","3889","21","1796","2512","3162","3074","2363"
"20241","11305","강북구","28246","15318","12928","60","2897","4960","6667","7410","6252","39","1101","2448","3505","4336","3889","21","1796","2512","3162","3074","2363"
"20242","11320","도봉구","36388","21016","15372","60","4188","7346","8875","9363","6556","45","1860","4098","4967","5332","4714","15","2328","3248","3908","4031","1842"
"20233","11260","중랑구","39323","22987","16336","86","4789","8220","9821","10243","6164","49","2026","4334","5422","6387","4769","37","2763","3886","4399","3856","1395"
"20234","11290","성북구","110756","68072","42684","690","14986","26692","30683","26200","11505","275","6799","15041","18605","19468","7884","415","8187","11651","12078","6732","3621"
"20233","11290","성북구","110756","68072","42684","690","14986","26692","30683","26200","11505","275","6799","15041","18605","19468","7884","415","8187","11651","12078","6732","3621"
"20231","11290","성북구","110756","68072","42684","690","14986","26692","30683","26200","11505","275","6799","15041","18605","19468","7884","415","8187","11651","12078","6732","3621"
"20233","11305","강북구","28246","15318","12928","60","2897","4960","6667","7410","6252","39","1101","2448","3505","4336","3889","21","1796","2512","3162","3074","2363"
"20232","11305","강북구","28246","15318","12928","60","2897","4960","6667","7410","6252","39","1101","2448","3505","4336","3889","21","1796","2512","3162","3074","2363"
"20234","11305","강북구","28246","15318","12928","60","2897","4960","6667","7410","6252","39","1101","2448","3505","4336","3889","21","1796","2512","3162","3074","2363"
"20233","11320","도봉구","36388","21016","15372","60","4188","7346","8875","9363","6556","45","1860","4098","4967","5332","4714","15","2328","3248","3908","4031","1842"
"20242","11350","노원구","56701","30663","26038","159","7072","11724","13938","14921","8887","83","2894","6221","7211","8427","5827","76","4178","5503","6727","6494","3060"
"20242","11380","은평구","48907","25944","22963","93","5949","10342","12099","11927","8497","49","2567","5427","6132","6203","5566","44","3382","4915","5967","5724","2931"
"20242","11410","서대문구","66165","37280","28885","188","7959","13698","15763","18466","10091","113","3786","8080","8638","10005","6658","75","4173","5618","7125","8461","3433"
"20232","11320","도봉구","36388","21016","15372","60","4188","7346","8875","9363","6556","45","1860","4098","4967","5332","4714","15","2328","3248","3908","4031","1842"
"20234","11320","도봉구","36388","21016","15372","60","4188","7346","8875","9363","6556","45","1860","4098","4967","5332","4714","15","2328","3248","3908","4031","1842"
"20231","11320","도봉구","36388","21016","15372","60","4188","7346","8875","9363","6556","45","1860","4098","4967","5332","4714","15","2328","3248","3908","4031","1842"
"20232","11110","종로구","234085","137781","96304","2080","39880","67905","66301","42130","15789","822","17237","37911","42180","29191","10440","1258","22643","29994","24121","12939","5349"
"20231","11110","종로구","234085","137781","96304","2080","39880","67905","66301","42130","15789","822","17237","37911","42180","29191","10440","1258","22643","29994","24121","12939","5349"
"20231","11140","중구","334297","182250","152047","1423","73159","104655","83083","53231","18746","499","28400","55423","51494","34636","11798","924","44759","49232","31589","18595","6948"
"20232","11140","중구","334297","182250","152047","1423","73159","104655","83083","53231","18746","499","28400","55423","51494","34636","11798","924","44759","49232","31589","18595","6948"
"20231","11170","용산구","176381","102383","73998","710","36914","51774","46027","30658","10298","310","13710","28784","29798","22288","7493","400","23204","22990","16229","8370","2805"
"20232","11170","용산구","176381","102383","73998","710","36914","51774","46027","30658","10298","310","13710","28784","29798","22288","7493","400","23204","22990","16229","8370","2805"
"20232","11200","성동구","80690","48816","31874","341","13434","19462","19460","17201","10792","177","6206","11744","12289","10835","7565","164","7228","7718","7171","6366","3227"
"20231","11200","성동구","80690","48816","31874","341","13434","19462","19460","17201","10792","177","6206","11744","12289","10835","7565","164","7228","7718","7171","6366","3227"
