"기준_년분기_코드","자치구_코드","자치구_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"20241","11320","도봉구","36388","21016","15372","60","4188","7346","8875","9363","6556","45","1860","4098","4967","5332","4714","15","2328","3248","3908","4031","1842"
"20241","11350","노원구","56701","30663","26038","159","7072","11724","13938","14921","8887","83","2894","6221","7211","8427","5827","76","4178","5503","6727","6494","3060"
"20242","11440","마포구","142802","81766","61036","584","27469","38597","34944","26302","14906","302","12168","21958","21461","15845","10032","282","15301","16639","13483","10457","4874"
"20242","11470","양천구","139602","84751","54851","457","21615","34803","34435","30039","18253","283","9808","20778","21413","19111","13358","174","11807","14025","13022","10928","4895"
"20242","11500","강서구","149719","84438","65281","289","21945","38461","38053","32914","18057","164","8511","20182","21829","21299","12453","125","13434","18279","16224","11615","5604"
"20242","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20242","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20242","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20241","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20242","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20241","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20242","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20241","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20242","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20242","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20241","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20242","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20242","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20232","11215","광진구","81443","50755","30688","429","13689","17278","19508","20379","10160","163","6677","10685","12721","13303","7206","266","7012","6593","6787","7076","2954"
"20231","11215","광진구","81443","50755","30688","429","13689","17278","19508","20379","10160","163","6677","10685","12721","13303","7206","266","7012","6593","6787","7076","2954"
"20231","11230","동대문구","80350","44043","36307","218","12029","17682","19197","18439","12785","131","5842","10146","10357","9418","8149","87","6187","7536","8840","9021","4636"
"20232","11230","동대문구","80350","44043","36307","218","12029","17682","19197","18439","12785","131","5842","10146","10357","9418","8149","87","6187","7536","8840","9021","4636"
"20231","11260","중랑구","39323","22987","16336","86","4789","8220","9821","10243","6164","49","2026","4334","5422","6387","4769","37","2763","3886","4399","3856","1395"
"20232","11260","중랑구","39323","22987","16336","86","4789","8220","9821","10243","6164","49","2026","4334","5422","6387","4769","37","2763","3886","4399","3856","1395"
"20232","11290","성북구","110756","68072","42684","690","14986","26692","30683","26200","11505","275","6799","15041","18605","19468","7884","415","8187","11651","12078","6732","3621"
"20234","11350","노원구","56701","30663","26038","159","7072","11724","13938","14921","8887","83","2894","6221","7211","8427","5827","76","4178","5503","6727","6494","3060"
"20231","11350","노원구","56701","30663","26038","159","7072","11724","13938","14921","8887","83","2894","6221","7211","8427","5827","76","4178","5503","6727","6494","3060"
"20232","11350","노원구","56701","30663","26038","159","7072","11724","13938","14921","8887","83","2894","6221","7211","8427","5827","76","4178","5503","6727","6494","3060"
"20233","11350","노원구","56701","30663","26038","159","7072","11724","13938","14921","8887","83","2894","6221","7211","8427","5827","76","4178","5503","6727","6494","3060"
"20241","11380","은평구","48907","25944","22963","93","5949","10342","12099","11927","8497","49","2567","5427","6132","6203","5566","44","3382","4915","5967","5724","2931"
"20241","11410","서대문구","66165","37280","28885","188","7959","13698","15763","18466","10091","113","3786","8080","8638","10005","6658","75","4173","5618","7125","8461","3433"
"20241","11440","마포구","142802","81766","61036","584","27469","38597","34944","26302","14906","302","12168","21958","21461","15845","10032","282","15301","16639","13483","10457","4874"
"20241","11470","양천구","139602","84751","54851","457","21615","34803","34435","30039","18253","283","9808","20778","21413","19111","13358","174","11807","14025","13022","10928","4895"
"20233","11380","은평구","48907","25944","22963","93","5949","10342","12099","11927","8497","49","2567","5427","6132","6203","5566","44","3382","4915","5967","5724","2931"
"20231","11380","은평구","48907","25944","22963","93","5949","10342","12099","11927","8497","49","2567","5427","6132","6203","5566","44","3382","4915","5967","5724","2931"
"20234","11380","은평구","48907","25944","22963","93","5949","10342","12099","11927","8497","49","2567","5427","6132","6203","5566","44","3382","4915","5967","5724","2931"
"20232","11380","은평구","48907","25944","22963","93","5949","10342","12099","11927","8497","49","2567","5427","6132","6203","5566","44","3382","4915","5967","5724","2931"
"20231","11410","서대문구","66165","37280","28885","188","7959","13698","15763","18466","10091","113","3786","8080","8638","10005","6658","75","4173","5618","7125","8461","3433"
"20232","11410","서대문구","66165","37280","28885","188","7959","13698","15763","18466","10091","113","3786","8080","8638","10005","6658","75","4173","5618","7125","8461","3433"
"20233","11410","서대문구","66165","37280","28885","188","7959","13698","15763","18466","10091","113","3786","8080","8638","10005","6658","75","4173","5618","7125","8461","3433"
"20234","11410","서대문구","66165","37280","28885","188","7959","13698","15763","18466","10091","113","3786","8080","8638","10005","6658","75","4173","5618","7125","8461","3433"
"20231","11440","마포구","142802","81766","61036","584","27469","38597","34944","26302","14906","302","12168","21958","21461","15845","10032","282","15301","16639","13483","10457","4874"
"20233","11440","마포구","142802","81766","61036","584","27469","38597","34944","26302","14906","302","12168","21958","21461","15845","10032","282","15301","16639","13483","10457","4874"
"20234","11440","마포구","142802","81766","61036","584","27469","38597","34944","26302","14906","302","12168","21958","21461","15845","10032","282","15301","16639","13483","10457","4874"
"20232","11440","마포구","142802","81766","61036","584","27469","38597","34944","26302","14906","302","12168","21958","21461","15845","10032","282","15301","16639","13483","10457","4874"
"20231","11470","양천구","139602","84751","54851","457","21615","34803","34435","30039","18253","283","9808","20778","21413","19111","13358","174","11807","14025","13022","10928","4895"
"20233","11470","양천구","139602","84751","54851","457","21615","34803","34435","30039","18253","283","9808","20778","21413","19111","13358","174","11807","14025","13022","10928","4895"
"20234","11470","양천구","139602","84751","54851","457","21615","34803","34435","30039","18253","283","9808","20778","21413","19111","13358","174","11807","14025","13022","10928","4895"
"20232","11470","양천구","139602","84751","54851","457","21615","34803","34435","30039","18253","283","9808","20778","21413","19111","13358","174","11807","14025","13022","10928","4895"
"20232","11500","강서구","149719","84438","65281","289","21945","38461","38053","32914","18057","164","8511","20182","21829","21299","12453","125","13434","18279","16224","11615","5604"
"20231","11500","강서구","149719","84438","65281","289","21945","38461","38053","32914","18057","164","8511","20182","21829","21299","12453","125","13434","18279","16224","11615","5604"
"20234","11500","강서구","149719","84438","65281","289","21945","38461","38053","32914","18057","164","8511","20182","21829","21299","12453","125","13434","18279","16224","11615","5604"
"20233","11500","강서구","149719","84438","65281","289","21945","38461","38053","32914","18057","164","8511","20182","21829","21299","12453","125","13434","18279","16224","11615","5604"
"20232","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20231","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20234","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20233","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20231","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20234","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20232","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20233","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20231","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20232","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20241","11500","강서구","149719","84438","65281","289","21945","38461","38053","32914","18057","164","8511","20182","21829","21299","12453","125","13434","18279","16224","11615","5604"
"20233","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20234","11560","영등포구","397723","271138","126585","1002","69160","128297","104859","66313","28092","390","36303","89831","78063","47499","19052","612","32857","38466","26796","18814","9040"
"20233","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20231","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20234","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20232","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20232","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20234","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20241","11530","구로구","139820","88338","51482","447","22190","38200","35038","27403","16542","279","11350","24812","22851","17290","11756","168","10840","13388","12187","10113","4786"
"20233","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20231","11620","관악구","72879","40055","32824","215","10949","17869","17613","16085","10148","106","4877","9910","10069","8605","6488","109","6072","7959","7544","7480","3660"
"20241","11545","금천구","126426","80969","45457","426","20839","33467","29737","22396","19561","278","11095","21923","20122","13938","13613","148","9744","11544","9615","8458","5948"
"20232","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20231","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20233","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20234","11650","서초구","576938","379864","197074","1860","98451","158671","146824","125676","45456","897","47465","101106","102152","95623","32621","963","50986","57565","44672","30053","12835"
"20233","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20232","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20231","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20241","11590","동작구","78066","46863","31203","185","12611","19096","18018","17024","11132","87","7095","11984","10999","9937","6761","98","5516","7112","7019","7087","4371"
"20234","11680","강남구","1121201","692359","428842","4106","222509","349760","288311","180846","75669","1902","103681","218684","199837","118081","50174","2204","118828","131076","88474","62765","25495"
"20234","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20232","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20231","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20233","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20233","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20232","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20231","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20234","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
"20241","11710","송파구","399728","250984","148744","883","58047","100311","104626","92570","43291","429","28753","63166","69525","59194","29917","454","29294","37145","35101","33376","13374"
"20241","11740","강동구","75000","43360","31640","153","9569","15714","17028","17801","14735","81","4406","8940","9932","10193","9808","72","5163","6774","7096","7608","4927"
